utterance_id,transcription,emotion
Ses02M_impro02_F001,"I'm going to miss you too; I don't know what I'm going to do here without you. It's going to be so lonely, and so hard.",sad
Ses05M_script01_1_F001,When?  I was the first one up.  He was still in bed.  How could he have seen it?,sad
Ses02F_impro06_F014,Thanks.,sad
Ses03M_impro02_F025,What could happen in a year?,sad
Ses01M_script02_2_M041,I know me neither.,sad
Ses05M_impro04_M041,I'll need it.,sad
Ses03M_impro06_F016,"Well now you can follow his footsteps, you know?  Carry out what he wanted to do.",sad
Ses05F_script02_2_M031,"No, I know me either.",sad
Ses02M_script02_2_F031,"Well, but this isn't anything like I thought anything would be like.",sad
Ses02M_impro06_M016,"I just -- I just don't get it, like there is just nothing you can do about it you know, it's like just out of your control and it",sad
Ses02F_script01_3_M021,"Yeah, I suppose I have been.  But it's going from me.",sad
Ses03F_impro02_F008,And Uh- Yeah. Uh- They're going to need um- more nurses on call for uh- to go overseas to help out with the war.,sad
Ses03M_impro02_M026,maybe get some vacation-- --once it quiets down there.,sad
Ses03F_impro02_F039,"It's hard enough already, Brian, I can't.",sad
Ses05M_script02_2_F029,But I just couldn't help thinking about being somewhere else.,sad
Ses01M_script01_3_M037,Driving my new car and I felt guilty you know opening my bank book seeing a new refrigerator.,sad
Ses05F_impro02_M036,"All the time, every day, every day.  They have e-mail over there and stuff like that, right? I can send you pictures.",sad
Ses03F_impro06_M005,And he just got that baseball scholarship.,sad
Ses03M_impro04_M031,I was just joking...,sad
Ses02M_impro06_F003,"Oh, man. I'm so sorry.",sad
Ses05M_impro06_F005,Yeah.  I'm so sorry.,sad
Ses04F_script02_2_F023,"Dancing barefoot in the sand, drinking champagne from the bottle.",sad
Ses05F_script02_2_F019,No.,sad
Ses03M_impro06_F010,Yeah.  Like I mean if you need anyone to talk to or anything I'm here for you okay?,sad
Ses03F_impro02_F038,Don't do that to me.,sad
Ses01F_impro02_M014,I can't raise a baby by myself.  How?,sad
Ses01M_impro06_M004,God I've told this story so many times. Umm.,sad
Ses03M_impro02_M028,Well that's the kind of work I'm in honey.,sad
Ses01F_script02_2_F035,"I know you meant this to be special, I know that you wanted it to be right, but I just can't help thinking that, I can't help wishing that I was somewhere else.",sad
Ses04F_impro02_M024,"I don't know how else to leave it.  What, do you want me to lie to you?",sad
Ses03M_script01_3_M032,"That's just a little thing but that's the kind of guys I had.  They didn't just die, they killed themselves for each other and I mean that exactly.",sad
Ses03F_impro04_F022,it's not funny. I just don't know what I'm going to do.,sad
Ses05F_script01_1_M000,He saw it.,sad
Ses04M_impro06_F019,"I mean, as- as cliche as it is, as long as people who loved him remember him, then it's not a waste, you know.",sad
Ses05F_impro02_F008,"I don't know ""sigh"".",sad
Ses04M_impro06_F017,I know.,sad
Ses05M_impro02_F024,[GARBAGE],sad
Ses01F_impro06_F005,I went to see her headstone a week or two ago.,sad
Ses05F_script01_1_F005,He cried hard.,sad
Ses05F_impro06_F012,"I feel really bad for his family, you know.",sad
Ses03M_impro06_M025,He was studying to be a doctor.,sad
Ses03M_script01_3_M027,You remember overseas I was in command of a company?,sad
Ses05M_script02_2_M030,I'm trying the best I can.,sad
Ses05M_impro06_F008,"Wow, Ryan I know that you are hurting right now but I don't think you always feel like that.",sad
Ses05M_impro06_F009,Yeah. I understand.  I think it's really healthy to grieve.,sad
Ses03F_impro02_F024,"But she has you. I mean, that's what you're there for. You're my right-hand man.",sad
Ses01M_script01_3_F018,"Chris, what's the matter?",sad
Ses03M_impro06_M015,and the kids are paralyzed in a coma right now.,sad
Ses04F_script01_3_M041,"I felt wrong to be alive, to open the new bank book, to drive the new car, to see the new refrigerator.",sad
Ses01M_impro02_M003,First thing tomorrow morning.,sad
Ses01F_impro06_F007,So I was like wandering around before.  It takes forever to find her headstone; I always lose it. You know.,sad
Ses03F_script01_3_M030,"Well, I lost them.",sad
Ses03M_script01_1_F045,I don't understand you do I?,sad
Ses05F_script01_3_M037,"It felt wrong to be alive-to open that bank-book; to buy that new car; to look at that new refrigerator.  I mean, you can take those things out of the war, but if you drive that car, you have to know that that comes from the love that a man has for a man.  And you've got to be a little bit better than that!",sad
Ses02F_script02_2_F031,Well.  This isn't anything like I thought anything would be like.,sad
Ses03F_impro02_M029,"How is she going to feel the first year in school, no mom.",sad
Ses04M_impro06_F003,I'm sorry.  It's never easy.,sad
Ses04M_impro06_F009,"Well I know it's not a lot of help or anything, but at least you got to know him.  I mean, at least you had the time with him that you did.",sad
Ses03F_impro06_F001,Yeah. Wow.,sad
Ses02M_impro06_M008,"It's just that- I don't know, it's sort it's sort- of a weird thing you know",sad
Ses01F_script01_3_M025,"It's just all mixed up with so many other things, you know?  You know overseas I was in command of a company?",sad
Ses03F_impro06_M007,"You guys were pretty close, weren't you?",sad
Ses01F_impro02_F019,I'll send you lots of letters.,sad
Ses05M_impro06_M002,"The end, he's been sick for awhile.  He had cancer.",sad
Ses02F_impro06_F003,Yeah.,sad
Ses04F_script01_1_M026,I wanted to get this settled first.,sad
Ses05F_script01_1_F004,Did you talk to him?,sad
Ses05F_script02_2_M032,Maybe if you are with somebody else too?,sad
Ses02F_script01_1_F044,I can see that.,sad
Ses02M_script01_3_M029,"They didn't die, they killed themselves for each other.  I mean that exactly.  I mean, a little more selfish and they'd have been here today.",sad
Ses05M_script01_3_M027,"It- It takes time to toss something like that off,I mean, because they weren't just men.",sad
Ses04M_script01_3_M030,"And I got this idea watching them go down, everything was being destroyed, see?  But, to me, it seemed there was one new thing that was made,",sad
Ses02M_impro04_F009,I'm sorry.,sad
Ses05F_impro02_F021,I don't think there's anything we can do.,sad
Ses03M_script01_3_M034,"It was a kind of responsibility, man for man.  You understand me?",sad
Ses05F_impro02_F032,You'll have to send me pictures and letters everyday.,sad
Ses05F_impro06_M011,"Yes of course, of course.",sad
Ses02M_script01_3_M031,"To show that, to bring that onto the Earth again, like some kind of monument and everyone can feel it standing behind him and it would make a difference to him.",sad
Ses02M_impro06_M010,She was [garbage],sad
Ses02M_impro06_F006,Totally.,sad
Ses05F_impro06_F000,A good friend of mine passed away the other day.,sad
Ses05M_script01_3_F021,It wouldn't work like this.,sad
Ses04F_script02_2_F019,We thought I was pregnant and we had a bottle of champagne but no glasses.  You asked me to dance.  So we took off our shoes,sad
Ses05M_script02_2_F017,No.,sad
Ses03M_impro02_M004,They want to deploy me next week.,sad
Ses01F_script01_3_M028,You can't just toss off a thing like that because they weren't just men. You know?,sad
Ses03M_impro04_M026,No.,sad
Ses01M_impro02_M013,I guess you're just going to have to have it without me.,sad
Ses03M_script01_3_M028,Well I lost them.,sad
Ses05F_impro06_M004,It's the worst when they go like that. [GARBAGE] Was he young?,sad
Ses04M_impro06_M019,"Just, you know, some thing; some genie. I need to find a genie bottle.",sad
Ses03M_script01_3_M040,"cause you can take those things out of the war.  But you got to know, when you drive that car that it came out of the love that a man can have for a man and you got to be a little bit better because of that.",sad
Ses03M_impro06_F015,I'm so sorry.,sad
Ses05M_impro02_F023,okay.,sad
Ses01M_impro06_M020,What?,sad
Ses01M_script01_3_M036,And no one had changed it was just like sort of random bus accident to them.,sad
Ses03M_script02_2_F034,This is just this.  You know?  I mean it's a lot and everything but it isn't somewhere else.  Do you know what I'm trying to say?,sad
Ses05F_script02_2_F018,No.,sad
Ses04F_impro02_F023,I want you to be okay with it as much as you can be.  I mean it's not a great situation but we don't have an option here.,sad
Ses01M_impro06_M012,What?,sad
Ses05M_script01_1b_M002,About four this morning.  I heard it crack and I looked out the window and he was standing right there when it cracked.,sad
Ses01F_script02_2_M038,I just- I know I don't make you happy.,sad
Ses02M_impro06_F014,"It's going to be okay, I promise.",sad
Ses01F_script02_2_F036,I didn't say that.,sad
Ses03M_impro02_M031,What do you mean?,sad
Ses01M_impro06_M019,"so many things, you know?",sad
Ses03F_impro04_F024,Yeah,sad
Ses05F_script01_3_M029,"I know that- that's not a big thing, but it's just the kind of guys I had. They didn't die. They- They killed themselves for each other.",sad
Ses03F_impro06_F031,"Yeah. God, I loved that kid.",sad
Ses01M_impro06_M029,"So weird,",sad
Ses01F_impro02_M005,I don't know how you can be okay with this?  I don't know why you're not-- you're fine with it.,sad
Ses02M_impro06_M004,"She was with- yeah  She was with Gary, and he said that she was just sitting there and went to sleep, closed her eyes, and that was it.",sad
Ses02F_script01_3_F021,You've gotta tell me.,sad
Ses03F_script02_2_F039,"I know you are, Augie, and I know you wanted this evening to be nice, but I can't help thinking of being somewhere else.",sad
Ses02M_script02_2_F020,I'd rather not remember some things. I would rather not hope for some things.,sad
Ses04M_impro06_F014,"I agree.  If I knew how to make that happen, I would certainly help you.",sad
Ses04M_script01_3_M028,"For instance, one time it'd been raining several days.  And this kid came to me and gave me his last pair of dry socks; put them in my pocket.  That's only a little thing, but that's the kind of guys I had.",sad
Ses01M_script01_3_F021,You got to tell me.,sad
Ses05F_script01_3_M035,"It was all like some kind of bus accident to them.  I went back to work with my dad, in that whole rat race again.",sad
Ses05M_script02_2_F027,"This is just this.  I mean, it's a lot and everything.  But it's not, you know, something else.  Am I making any sense?",sad
Ses02M_impro06_M012,so loving everybody you know.,sad
Ses04F_script01_3_M039,"I felt, what you said, ashamed somehow",sad
Ses03M_script01_3_M036,And then I came here and it was incredible.  There was no meaning in it here.  The whole thing to them was a kind of bus accident.,sad
Ses02F_script01_3_M033,"I mean, you can take those things out of a war, but when you drive that car, you've gotta know that it came out of the love a man can have for a man.  You've gotta be a little better because of it.",sad
Ses05M_script02_2_F015,"Dancing barefoot in the sand, drinking champagne out of the bottle.",sad
Ses01F_script02_2_F034,"I know you are Augie, I know.",sad
Ses01F_script02_2_F022,I'd rather not remember some things.  I'd rather not hope for some things.,sad
Ses03F_impro06_F009,"We did everything together, you know.",sad
Ses03F_script02_2_F038,it's not something else. Do you know what I'm trying to say?,sad
Ses05F_script01_1_F000,What's he going to say? Maybe we should tell him before he sees it.,sad
Ses05M_script02_2_M029,"Now, I know.  Me either",sad
Ses03F_script01_3_F027,You should tell me.,sad
Ses03F_script02_2_F036,Things have never turned out anything the way that I thought they would be.,sad
Ses05F_impro02_F034,"Yeah, as much as I can.",sad
Ses05F_impro02_F036,Yeah.,sad
Ses02F_script01_3_F020,"Then, what's wrong?  I mean, even in your letters there was some--something ashamed.",sad
Ses05F_script01_3_M024,Remember when I was overseas?  I was in command of the company.,sad
Ses03F_impro06_F022,Because this other half was just kind of like ripped away.,sad
Ses01M_impro02_M014,"Hey listen, it's going to be okay though, all right?",sad
Ses04M_impro06_F008,"I mean, what do you want to do?  Do you want to- do you want to talk about it?  Do you-",sad
Ses03F_impro06_F013,"His poor parents. You know, it's their only son.",sad
Ses01F_script01_3_M033,"But then I came home and it was incredible, you know?  The whole thing was just kind of this random bus accident.  You know, I went back to the rat race again, I went to work.",sad
Ses04M_impro02_F009,You won't even know your child when you come back.  This -- isn't there someone you could talk to?,sad
Ses01M_impro06_M017,So weird you know that like one days it's like you know sounds so stupid but like one day someone's here. And like next day you know they're not here and it just kind of makes you like think about like life and mortality and like that kind of stuff.  You just like used to take for granted--you know.,sad
Ses02F_impro06_F000,"Um, Johnny died yesterday.",sad
Ses01M_impro06_M006,"And I've kind of been dealing with all of the...the stuff, you know the hospital and people work because...",sad
Ses03F_impro06_F015,"I know. He was, he had so much going for him.",sad
Ses01M_impro02_M015,You're going to be fine.,sad
Ses01M_script02_2_F036,"I just can't help wishing that I was somebody, somewhere else.",sad
Ses05F_impro02_F029,We'll figure something out.  We just have to ... we just have to think about this.  Could any of your family help us?,sad
Ses02F_impro06_F004,I just don't want him to be gone.,sad
Ses02F_script02_2_F033,"I know that, Augie.  Really, I do.",sad
Ses02M_impro02_F003,but,sad
Ses02F_impro04_F009,I feel so worthless.,sad
Ses05F_impro06_F009,And he could of...  He was pretty awesome,sad
Ses04M_script01_3_M025,Well I lost them.,sad
Ses05F_impro04_F015,I'm just so scared to start over I mean.  I put so much time and energy into being here.,sad
Ses01M_script01_3_M031,"They didn't die they killed themselves for each other and I mean that exactly, you know a little more selfish and they'll all be here today...",sad
Ses03F_impro06_F007,He was amazing.,sad
Ses03F_script02_2_F027,No.,sad
Ses04F_script01_3_M040,because nobody was changed at all.  It seemed to make suckers out of a lot of guys.,sad
Ses03M_impro06_M030,I can't do that.,sad
Ses02M_script01_3_M025,"Well, I lost them.",sad
Ses02M_impro06_M021,"It's just going to take a while, I think.",sad
Ses05F_impro06_F020,Thanks.,sad
Ses02F_impro02_F009,You can just remember it for me.,sad
Ses03F_script01_2_F020,You got to keep believing.,sad
Ses03F_impro04_F002,"I just, I see all these other people getting commercials and work and it's like I'm not getting anything.",sad
Ses03M_script01_1_M004,No.  I figured the best thing to do was leave him alone.,sad
Ses01M_script01_3_M039,And if you can't see that then it's just loot and there's blood all over it.,sad
Ses03M_script01_1_M006,I guess he is.,sad
Ses03M_impro06_F013,just things happen in life and you just...there's just no explanation you know?  We just don't...,sad
Ses05F_script02_2_F030,"For heaven's sake Augie, wherever I am I always wanted to be with you.",sad
Ses02F_script01_3_M034,Because otherwise all you have is really loot and there's blood on it.  And I didn't want to take any of it.  And I guess that included you.,sad
Ses05M_script01_1_F000,What's he going to say?  Maybe we should tell him before he sees it.,sad
Ses03M_impro02_F017,I'm sick of being strong-- --for us.,sad
Ses01M_script01_3_M032,"And I had this idea as I was watching them go down like everything was being destroyed, you know.  But I felt like this one new thing was being made, you know it's kind of like this.  This monument...",sad
Ses05F_script02_2_F017,I rather not remember some things.  I rather not hope for some things.,sad
Ses05M_script01_3_M030,"I mean that exactly, anymore selfish -- just a little bit more selfish and they would have been here today. And it gave me an idea as I was watching them all go down.",sad
Ses03M_script01_3_M033,A little more selfish and they'd still be here today.  And I got this idea watching them go down.  See everything was being destroyed but there was one new thing that was being created.,sad
Ses03M_impro06_M009,And he just took it overboard.,sad
Ses02F_script02_2_F016,"I thought I was pregnant, you had a bottle of champagne, but no glasses.  You asked me to dance, so we kicked off our shoes and you popped the cork.",sad
Ses04M_script01_1_M034,"father forgot about Larry, we'd have a regular wedding and everything happy.  If I can't get that here, then I'll have to get out.",sad
Ses05F_script01_3_M030,I mean that exactly that-a little more selfish and they would have still been here today.,sad
Ses02M_script02_2_M037,Maybe if you were with somebody else too.,sad
Ses01F_impro06_F013,I don't know.,sad
Ses01M_impro06_M026,For like eight years.,sad
Ses02M_impro06_F012,Even if you still do she'll- she'll be there.,sad
Ses05F_impro02_F001,um.,sad
Ses02M_script01_3_F021,It wouldn't work this way.,sad
Ses04M_impro06_F015,"When's the service? Can- can we help?  Is there anything, I mean--",sad
Ses02F_impro06_F010,He did a lot.  But--,sad
Ses01F_impro06_F022,She used to have these poetry parties on Memorial Day.,sad
Ses04F_script01_3_M024,Yes.  I suppose I have been but it's going from me.,sad
Ses02F_impro06_F013,You start to lose like that image after a while.,sad
Ses03F_impro06_F023,"He was like, he was like my brother, you know.",sad
Ses03M_impro02_F023,You said two years.,sad
Ses04M_script02_2_F032,I didn't say that.,sad
Ses04F_script01_3_M033,They didn't die.  They killed themselves for each other.  I mean that exactly.  A little more selfish and they'd have been here today.,sad
Ses02M_script01_3_M033,"And I felt what you said, ashamed somehow 'cause nobody had changed at all.  It seemed to make suckers out of a lot of guys.  I felt wrong to be alive to open the new bank book, drive the new car, see the new refrigerator.",sad
Ses03F_impro02_F037,"Well, we- we tell her mommy's going on va- on a trip for for- a while.",sad
Ses03F_impro06_F027,Kelly. Kelly Uveny.,sad
Ses03M_impro02_M027,I know.  I know.  But they really need some good guys there.,sad
Ses04M_impro06_M012,"I mean, it's just not fair.  Like, I don't know.  Why people -",sad
Ses02M_impro02_M017,"Our baby has a dad, alright. Daddy is going to be back soon.",sad
Ses03F_impro06_M011,"Yeah, but you were there all the hospital days. By his bed-",sad
Ses04M_script02_2_F021,No.,sad
Ses04F_script01_3_M034,"And I got this idea watching them go down.  Everything was being destroyed see, but it seemed to me that there was one new thing that was made",sad
Ses03M_script01_2_F011,it's like I know as long as she's waiting I'm right again.,sad
Ses03M_impro06_F001,Hanging in there?,sad
Ses03M_impro06_M027,What the...what am I doing?,sad
Ses02F_script01_1_F004,Did you talk to him?,sad
Ses03F_impro06_F035,I loved him so much.,sad
Ses05M_script01_1_F005,He cried hard?,sad
Ses01M_script02_2_F026,No.,sad
Ses01M_script01_3_M002,Why not?,sad
Ses05M_impro06_M001,"My friend, Shotty, passed away.",sad
Ses03M_script01_2_F010,"My worst times I think about her, you know, and I",sad
Ses03F_impro06_F016,"So handsome, so young, so gifted.",sad
Ses02F_script01_3_F023,"Yeah, sure.",sad
Ses04M_script01_3_M035,"You have to be a little better because of that.  Otherwise, we have is really loot and there's blood on it.  I don't want to take any of it.  I guess that included you.",sad
Ses05M_script01_1b_M004,No.  I figured it was best to leave him alone.,sad
Ses03M_impro06_F020,Now I can't.,sad
Ses02M_impro02_M009,I've never been - I've never been away from you for two weeks let alone a year.,sad
Ses05F_impro04_F022,That's really hard to hear.,sad
Ses05F_script01_2_F016,You've got to believe. You've got to--,sad
Ses04M_impro02_M000,It's only going to be a year.,sad
Ses03F_impro06_F017,So talented.,sad
Ses03M_script02_2_F025,No.,sad
Ses03M_impro02_M019,You know I can't say no.,sad
Ses04F_script01_1_M032,"These years when I think of someone for my wife, I think of Annie.  What do you want, a diagram?",sad
Ses02M_impro06_M006,"God, it's you know, we've spent so much time with them it's just really surreal, really weird that we're not going to be able to see her anymore and go",sad
Ses03F_script01_1_M026,"Every time I reach out for something I have to pull back because other people will suffer. My whole entire life, time and time after time.",sad
Ses05F_impro06_M007,There's no reason for it.,sad
Ses01M_script01_3_F024,How many?,sad
Ses03F_impro02_F018,"Honey, I'm going to come back. It's not like that.",sad
Ses04F_script01_3_M035,a sort of responsibility man for man.  You understand me?,sad
Ses05F_impro06_F001,"Oh they had some pretty progressive cancer,",sad
Ses03F_impro02_M021,"me, oh my god.",sad
Ses03M_impro06_M005,no one else would talk to me but he would.,sad
Ses03M_impro06_M013,And the car that he hit was his family.,sad
Ses03F_impro06_F030,so I was there for him.,sad
Ses03M_script01_1_M001,He was out there when it happened.,sad
Ses03F_impro02_F043,I'm so sorry.,sad
Ses05M_impro02_M011,I don't want to -- the kids.  You've got to take care of them.  You've got- you've got to-,sad
Ses04F_impro02_F006,Do you think I want to leave you?,sad
Ses01M_impro06_M015,It's just really weird because he was really young you know and it kind of like...,sad
Ses03F_script02_2_F040,I didn't say that.,sad
Ses04F_script01_3_M023,"No, nothing like that.",sad
Ses03M_script02_2_F038,"Augie, whatever I'm doing I'd rather be doing with you.",sad
Ses01M_script01_3_M029,"For instance, there was this one time when this kid--it had been raining for like several days and he gave me his last pair of dry socks.",sad
Ses02M_impro06_M001,"yeah, I mean, you know, it was a -",sad
Ses02M_script01_3_F025,Do you still feel that way?,sad
Ses03M_script01_3_M035,And to show that and to bring that onto the earth again like some sort of monument standing right behind all of us and we could feel it and it would make a difference to him.,sad
Ses05F_script01_1_F031,"You marry his girl, and you're pronouncing him dead.  Now what's going to happen to your father, do you know?  I don't.",sad
Ses05F_impro02_F035,"""sigh"" Three weeks.",sad
Ses05M_impro06_M014,"You always think, you know when you were- you know when you were a little kid and you think something is gonna happen, like, it will all be better when I am older, you know?",sad
Ses01M_impro06_M007,"He kind of didn't have anyone to take care of that for him, so--",sad
Ses02M_script02_2_M038,"No, I know. But still, I know I don't make you happy.",sad
Ses03F_script01_3_M043,And I guess that included you.,sad
Ses04M_impro06_F012,"It'll get better.  I know it doesn't help, but it will get better and you will remember all of the good things that you guys had; all of the memories that you have with him that were happy and you'll be grateful for those.",sad
Ses02M_impro06_M003,"I mean at least she was home, she wasn't in the hospital anymore,",sad
Ses01M_script02_2_M044,"No, I know but--I know I don't make you happy.",sad
Ses03F_impro02_F023,"Babe, I love you.",sad
Ses03M_script01_3_M041,Otherwise what you have is loot and there's blood on it.,sad
Ses01M_impro06_F004,You've been taking care of it all?,sad
Ses01F_impro06_F021,"My best friend Heather.  She's got a- we have a- we built this like little--  There's a park, Prospect Park.  And there is like a garden section of it that we set up for her.",sad
Ses03F_impro02_F041,"I didn't expect this to happen. I never planned for this. Some things you just don't plan for, you know.",sad
Ses02M_impro02_F013,"Our baby needs a dad; you can't leave. Okay, you can't disappear.",sad
Ses01M_impro02_M002,I just got a letter I have to go back.,sad
Ses01M_impro02_M021,I just wish there was something I could do.,sad
Ses02F_script01_3_M022,I don't know how to start.,sad
Ses03M_impro06_M031,You should've met him.,sad
Ses04M_impro06_M011,This is just -- this is a terrible life.  I just don't understand.,sad
Ses03M_impro06_M026,"I mean he was...he wanted to help people in poor countries, that is his goal.  He didn't care about the money.  He just wanted to go and help people.",sad
Ses05M_script01_3_M033,It was and then I went home.  And it was incredible.  It didn't have any meaning there.,sad
Ses03F_script01_3_M033,"For instance, one time, it had to have been raining several days. There was this one kid, he came up to me and he gave me his last pair of dry socks. Put them in my pocket.",sad
Ses02F_script01_3_M026,It takes some time for a guy to toss that off.  'Cause they weren't just men.,sad
Ses04F_impro06_M010,You're okay,sad
Ses01F_impro02_F020,And I want lots and lots and lots of pictures.,sad
Ses05F_impro06_M006,It's the think,sad
Ses03M_script01_1_M047,No you don't.  I'm a pretty tough guy.,sad
Ses01M_impro02_F017,Mm hmm.  We'll build a bunker and never come out.,sad
Ses03F_impro06_F008,I loved that boy.,sad
Ses02M_impro02_F006,I hope so.,sad
Ses03F_impro06_F011,He's so young. It seems so--,sad
Ses01M_impro06_F003,I'm sorry to hear that.,sad
Ses01M_impro06_F006,He sick for awhile?,sad
Ses03M_impro02_M005,For--,sad
Ses04F_script01_1_M004,"No, I figured the best thing was to leave him alone.",sad
Ses02F_script01_3_M027,"For instance, one time, it had been raining several days and this kid came to me and gave me his last pair of dry socks.  I put them in pocket.  It's only a little thing, but that's the kind of guys I had.",sad
Ses05F_script01_1_M009,"You know that Larry's not coming back, and I know it.  So why do we go on letting him think that we believe with him?",sad
Ses03F_script01_3_M029,You know when I went overseas. I said I was in command of a company.,sad
Ses03F_impro02_M014,I have to work.,sad
Ses03F_script01_2_F021,I can't help it.,sad
Ses05F_script01_1_M006,"I guess, he is.",sad
Ses03M_impro06_M016,and just going to the funeral it's-,sad
Ses03F_script02_1_F011,I don't know. I just don't.,sad
Ses04M_script02_2_F019,I'd rather not remember some things.  I'd rather not hope for some things.,sad
Ses03M_script01_3_F008,"Well, I don't know, embarrassed of her since I came.",sad
Ses01M_script01_1_M042,"No, you don't.  I'm a pretty tough guy.",sad
Ses04M_impro06_F011,You feel that way now because you're upset.  But you don't really think that.,sad
Ses03F_impro06_F005,"They thought he got--would get better and he did, and then it just- things turned bad.",sad
Ses03M_script01_1_M007,"I don't know.  But I know one thing mom, we made a terrible mistake with dad.",sad
Ses01M_impro06_M025,Umm...,sad
Ses05M_script01_1_F004,Did you talk to him?,sad
Ses02F_script02_2_F022,No.,sad
Ses01M_impro02_M022,Run away?,sad
Ses03M_impro06_M022,He's supposed to be my best friend.,sad
Ses04M_script01_3_M026,Just about all.,sad
Ses05F_script01_3_F022,how many?,sad
Ses03F_script01_3_F029,"Yeah, sure.",sad
Ses03F_script02_1_F000,Fine.,sad
Ses01M_script01_1_F005,Cried hard?,sad
Ses05F_script01_1_M016,"You know why I asked Annie here, don't you?",sad
Ses03F_impro06_F000,Okay.,sad
Ses01F_impro06_F010,"Yeah.  And she was like, that's pathetic, I hope you enjoy it.",sad
Ses02M_script01_1_M005,I could hear him right through the floor in my room.,sad
Ses05F_impro02_F002,I'm sorry.  It's just a lot ahh to explain. ahh I got a call--,sad
Ses05M_impro02_M013,I don't have -- I know.  What are we gonna- What are we- just run away?  What can I do?  Where can we go?,sad
Ses01M_script02_2_M038,No.  You know what you get?  You know what you get?  You get this.,sad
Ses05M_script01_3_M023,It's so mixed up with so many other things.,sad
Ses02M_impro06_F005,Yeah.,sad
Ses03M_script02_2_F035,I know you are Augie.  I know you wanted this evening to be nice.,sad
Ses01M_impro02_M007,"The National Guard is I guess really spread thin and then everyone has to go.  We all have to go back, my whole companies going back.",sad
Ses02M_impro02_M018,"I want you to, you know, take lots of video; pictures and I can see you when I get back or while I'm there. I'm going to miss you.",sad
Ses02F_script01_3_F024,How many?,sad
Ses05F_impro06_M005,"Absolutely, absolutely.",sad
Ses05F_impro06_F022,something happens and they die and it's like-,sad
Ses03F_script02_2_F028,"No, no.",sad
Ses01F_script01_3_M022,No it's nothing like that. It's-,sad
Ses03M_script02_2_M037,I know.  But I know I don't make you happy.,sad
Ses05M_impro06_F003,"Oh, my gosh.",sad
Ses02F_script01_1_F005,He cried hard?,sad
Ses05M_impro06_M019,I just miss him.,sad
Ses04F_script01_3_M036,And then I came home and it was amazing.,sad
Ses01M_script03_1_F030,Which particular one?,happy
Ses05M_script02_2_M035,"I don't know.  I think this is a pretty good spot.  I mean, look at the view of the moon from here.",happy
Ses03M_impro04_M041,"Like, wow you're really smart we're going to give you an extra [GARBAGE].",happy
Ses03M_impro03_M015,"I couldn't, I couldn't afford the Red Lobster. [LAUGHTER] What anyway?",happy
Ses02F_script01_3_F012,I almost got married two years ago.,happy
Ses03F_script01_3_F018,Every day since.,happy
Ses03M_script01_3_F018,You'd always be so ambiguous.,happy
Ses02M_script01_3_F007,"I knew they would, your mother anyway.",happy
Ses04M_impro07_F011,"Oh, you did not just say that.",happy
Ses01M_script02_2_M052,Shh...,happy
Ses02F_script01_3_F029,What'll I do with a fortune?,happy
Ses02F_impro03_M023,"I mean, I'm surprised he didn't, ya know--go get a plane to fly over and shine--But candles on the beach, that's okay too I guess--",happy
Ses02F_impro03_M026,"It'll be good.  Wow, that's great.",happy
Ses05M_impro07_F004,What are you gonna study?,happy
Ses05M_script01_3_F012,Everyday since.,happy
Ses05F_impro03_M061,"Oh, thanks.  I'll need it.",happy
Ses04F_script02_2_F046,I'm beginning to think you might be right.  I think this may be the spot after all.  Augie I'm sorry.,happy
Ses05M_impro03_M026,She wants grandkids. So we'll be working on that right away.,happy
Ses01F_impro03_F024,Well so now we're married. We have cat children.,happy
Ses02M_script03_1_F007,"Yes, I should probably to a court curtsey.",happy
Ses02M_script03_1_F024,It went on intermittently for days.,happy
Ses02M_impro08_F028,Well thank you so much. You've been very helpful. I really appreciate it.,happy
Ses05F_impro03_M067,Would you mind popping out a few for me?,happy
Ses03M_impro03_M039,Oh that's great. My mom said we can move in with her again if we run out of money.,happy
Ses02M_script03_1_F029,And very much sillier.,happy
Ses04F_script02_1_M000,What time is it?  They're supposed to run around midnight.  This is great isn't it?  Look at this night we've got here.  It couldn't be better.,happy
Ses05M_impro03_F005,oh-,happy
Ses03M_impro03_M016,So Okay then and.,happy
Ses03M_script02_2_F042,Yeah.  I noticed that.  It's real pretty on the water.,happy
Ses02M_script02_2_M046,Or not.,happy
Ses05F_script02_2_M036,I don't know.  Seems like a pretty good spot to me I mean look at the view of the moon you got from here.,happy
Ses01F_impro03_M023,[LAUGHTER] Cat babies.,happy
Ses02M_script03_1_F021,Which particular one?,happy
Ses01F_script01_3_F010,[BREATHING],happy
Ses03M_impro03_F033,She must be hot.,happy
Ses03M_script01_3_M008,"I mean, that's the reason why I asked you here.",happy
Ses05F_script02_2_M041,Or not.,happy
Ses03F_script01_3_F014,"I've been ready for a long, long time.",happy
Ses03M_impro03_M019,Yeah.,happy
Ses05M_impro03_M011,"And she's like- she feels it you know and she doesn't know what it is.  And she you know helps me get out and I won't let go of her hand.  And she's like, what are you doing?  I and said, You saved my life, now will you marry me?",happy
Ses02M_impro07_F016,you get to like be a part of that.,happy
Ses04M_impro07_M010,"Um, you know, I don't think so.  But I think that, you know, it's still a private school",happy
Ses01F_impro03_M015,He loves you.,happy
Ses01M_script03_1_M019,Flippancy brings out the acid in their darn sweetness and light.,happy
Ses01F_script02_2_F045,I'm beginning to think this might be the right spot after all.,happy
Ses01F_script01_3_F012,[LAUGHTER],happy
